artist,time,title,day,month,station
Migos,1:25 AM,Slippery (feat. Gucci Mane),29,11,kmel
Lil Jon & the East Side Boyz,1:21 AM,Lovers And Friends,29,11,kmel
Chance the Rapper,1:16 AM,No Problem (feat. Lil Wayne & 2 Chainz),29,11,kmel
Childish Gambino,1:13 AM,Redbone,29,11,kmel
T.I.,1:06 AM,Whatever You Like,29,11,kmel
Fat Joe & Remy Ma (feat. French Montana & Infared),1:03 AM,All The Way Up,29,11,kmel
LIL UZI VERT,1:00 AM,XO TOUR Llif3,29,11,kmel
2Pac,12:56 AM,All Eyez On Me,29,11,kmel
LIL UZI VERT,12:56 AM,XO TOUR Llif3,29,11,kmel
ETCETERA feat. Tory Lanez,12:53 AM,Keep It 100,29,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,12:50 AM,Crew,29,11,kmel
TK Kravitz,12:47 AM,Space (feat. Sexton),29,11,kmel
Post Malone,12:43 AM,White Iverson,29,11,kmel
Future,12:40 AM,Mask Off,29,11,kmel
Jay-Z,12:36 AM,Run This Town,29,11,kmel
Miguel feat. Travis Scott,12:32 AM,Sky Walker,29,11,kmel
French Montana feat. Swae Lee,12:29 AM,Unforgettable,29,11,kmel
ETCETERA feat. Tory Lanez,12:29 AM,Keep It 100,29,11,kmel
ETCETERA feat. Tory Lanez,12:29 AM,Keep It 100,29,11,kmel
"Chris Brown feat. Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",12:20 AM,Pills & Automobiles,29,11,kmel
Cardi B,12:16 AM,Bodak Yellow,29,11,kmel
Kanye West,12:13 AM,Good Life,29,11,kmel
SZA,12:10 AM,The Weekend,29,11,kmel
"Migos, Nicki Minaj, & Cardi B",12:05 AM,MotorSport,29,11,kmel
Post Malone,12:01 AM,rockstar [Feat. 21 Savage],29,11,kmel
DJ Khaled feat. Drake,11:59 PM,For Free,28,11,kmel
Dee Black Feat. Mission,11:55 PM,Rock (ft. Mission),28,11,kmel
Dee Black Feat. Mission,11:28 PM,Rock (ft. Mission),28,11,kmel
Dee Black Feat. Mission,11:28 PM,Rock (ft. Mission),28,11,kmel
Dee Black Feat. Mission,11:28 PM,Rock (ft. Mission),28,11,kmel
Dee Black Feat. Mission,11:28 PM,Rock (ft. Mission),28,11,kmel
Tiffany Bynoe,10:53 PM,Free,28,11,kmel
"DJ Mustard, Nicki Minaj, & Jeremih",10:49 PM,Don't Hurt Me,28,11,kmel
OutKast,10:46 PM,Ms. Jackson,28,11,kmel
Post Malone,10:42 PM,rockstar [Feat. 21 Savage],28,11,kmel
Wiz Khalifa,10:39 PM,Something New (feat. Ty Dolla $ign),28,11,kmel
The Notorious B.I.G.,10:35 PM,Big Poppa,28,11,kmel
SZA feat. Travis Scott,10:32 PM,Love Galore,28,11,kmel
Tiffany Bynoe,10:29 PM,Free,28,11,kmel
SOB X RBE,10:29 PM,Anti,28,11,kmel
Tiffany Bynoe,10:29 PM,Free,28,11,kmel
Tiffany Bynoe,10:29 PM,Free,28,11,kmel
ETCETERA feat. Tory Lanez,10:24 PM,Keep It 100,28,11,kmel
Drake,10:20 PM,Take Care,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,10:16 PM,Crew,28,11,kmel
Migos,10:11 PM,Bad and Boujee (feat. Lil Uzi Vert),28,11,kmel
Jacquees,10:09 PM,At the Club,28,11,kmel
G-Eazy feat. A$AP Rocky & Cardi B,10:05 PM,No Limit,28,11,kmel
Miguel feat. Travis Scott,10:02 PM,Sky Walker,28,11,kmel
J. Cole,9:58 PM,Work Out,28,11,kmel
ETCETERA feat. Tory Lanez,9:58 PM,Keep It 100,28,11,kmel
ETCETERA feat. Tory Lanez,9:58 PM,Keep It 100,28,11,kmel
ETCETERA feat. Tory Lanez,9:58 PM,Keep It 100,28,11,kmel
Dee Black Feat. Mission,9:25 PM,Rock (ft. Mission),28,11,kmel
Dee Black Feat. Mission,9:01 PM,Rock (ft. Mission),28,11,kmel
Dee Black Feat. Mission,9:01 PM,Rock (ft. Mission),28,11,kmel
"Migos, Nicki Minaj, & Cardi B",9:01 PM,MotorSport,28,11,kmel
Dee Black Feat. Mission,9:01 PM,Rock (ft. Mission),28,11,kmel
Chris Brown,8:53 PM,Privacy,28,11,kmel
DJ Khaled,8:48 PM,I'm On One,28,11,kmel
Miguel feat. Travis Scott,8:45 PM,Sky Walker,28,11,kmel
LIL UZI VERT,8:41 PM,The Way Life Goes (feat. Oh Wonder),28,11,kmel
French Montana feat. Swae Lee,8:37 PM,Unforgettable,28,11,kmel
Cardi B,8:34 PM,Bodak Yellow,28,11,kmel
Kendrick Lamar,8:31 PM,HUMBLE.,28,11,kmel
Tiffany Bynoe,8:25 PM,Free,28,11,kmel
Ty Dolla $ign,8:22 PM,Ex (feat. YG),28,11,kmel
Post Malone,8:19 PM,rockstar [Feat. 21 Savage],28,11,kmel
Travi$ Scott,8:15 PM,goosebumps,28,11,kmel
SZA,8:12 PM,The Weekend,28,11,kmel
SOB X RBE,8:09 PM,Anti,28,11,kmel
"Chris Brown feat. Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",8:05 PM,Pills & Automobiles,28,11,kmel
Tiffany Bynoe,8:01 PM,Free,28,11,kmel
Tiffany Bynoe,8:01 PM,Free,28,11,kmel
Tiffany Bynoe,8:01 PM,Free,28,11,kmel
Tiffany Bynoe,8:01 PM,Free,28,11,kmel
TK Kravitz,6:58 PM,Space (feat. Sexton),28,11,kmel
SOB X RBE,6:49 PM,Anti,28,11,kmel
Yo Gotti,6:46 PM,Juice,28,11,kmel
Travi$ Scott,6:43 PM,Antidote,28,11,kmel
G-Eazy feat. A$AP Rocky & Cardi B,6:39 PM,No Limit,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,6:36 PM,Crew,28,11,kmel
Dr. Dre,6:32 PM,Still D.R.E.,28,11,kmel
Miguel feat. Travis Scott,6:22 PM,Sky Walker,28,11,kmel
Future,6:19 PM,Mask Off,28,11,kmel
"Migos, Nicki Minaj, & Cardi B",6:14 PM,MotorSport,28,11,kmel
Cardi B,6:06 PM,Bodak Yellow,28,11,kmel
Wiz Khalifa,6:03 PM,Something New (feat. Ty Dolla $ign),28,11,kmel
Cardi B,4:52 PM,Bodak Yellow,28,11,kmel
LIL UZI VERT,4:48 PM,The Way Life Goes (feat. Oh Wonder),28,11,kmel
2Pac,4:44 PM,Dear Mama,28,11,kmel
2Pac,4:44 PM,Dear Mama,28,11,kmel
Kendrick Lamar,4:40 PM,LOVE. FT. ZACARI.,28,11,kmel
Post Malone,4:37 PM,rockstar [Feat. 21 Savage],28,11,kmel
J. Cole,4:34 PM,Wet Dreamz,28,11,kmel
Migos,4:21 PM,Bad and Boujee (feat. Lil Uzi Vert),28,11,kmel
SOB X RBE,4:19 PM,Anti,28,11,kmel
SZA,4:16 PM,The Weekend,28,11,kmel
Jacquees,4:14 PM,At the Club,28,11,kmel
Drake,4:11 PM,The Motto,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,4:07 PM,Crew,28,11,kmel
YG,4:04 PM,My Hitta,28,11,kmel
Miguel feat. Travis Scott,3:54 PM,Sky Walker,28,11,kmel
"Migos, Nicki Minaj, & Cardi B",3:49 PM,MotorSport,28,11,kmel
Jeremih,3:45 PM,Planez,28,11,kmel
Meek Mill,3:42 PM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,kmel
Cardi B,3:38 PM,Bodak Yellow,28,11,kmel
Khalid,3:34 PM,Location,28,11,kmel
Post Malone,3:22 PM,rockstar [Feat. 21 Savage],28,11,kmel
TK Kravitz,3:19 PM,Space (feat. Sexton),28,11,kmel
G-Eazy feat. A$AP Rocky & Cardi B,3:09 PM,No Limit,28,11,kmel
Nicki Minaj,3:04 PM,Moment 4 Life,28,11,kmel
SOB X RBE,3:02 PM,Anti,28,11,kmel
Fetty Wap,2:58 PM,Again,28,11,kmel
Childish Gambino,2:48 PM,Redbone,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,2:45 PM,Crew,28,11,kmel
Kid Ink feat. Dej Loaf,2:39 PM,Be Real,28,11,kmel
Future,2:35 PM,Mask Off,28,11,kmel
Miguel feat. Travis Scott,2:32 PM,Sky Walker,28,11,kmel
French Montana feat. Swae Lee,2:22 PM,Unforgettable,28,11,kmel
Cardi B,2:19 PM,Bodak Yellow,28,11,kmel
SZA feat. Travis Scott,2:15 PM,Love Galore,28,11,kmel
Ty Dolla $ign,2:13 PM,Ex (feat. YG),28,11,kmel
2Pac,2:08 PM,Changes,28,11,kmel
Post Malone,2:05 PM,rockstar [Feat. 21 Savage],28,11,kmel
Sage the Gemini,2:02 PM,Gas Pedal,28,11,kmel
Drake,1:52 PM,Back To Back,28,11,kmel
Russ,1:49 PM,Losin Control,28,11,kmel
SOB X RBE,1:46 PM,Anti,28,11,kmel
SOB X RBE,1:46 PM,Anti,28,11,kmel
Kendrick Lamar,1:42 PM,LOVE. FT. ZACARI.,28,11,kmel
Jay-Z,1:38 PM,Run This Town,28,11,kmel
Jay-Z,1:38 PM,Run This Town,28,11,kmel
Jacquees,1:35 PM,At the Club,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,1:32 PM,Crew,28,11,kmel
Yo Gotti feat. Nicki Minaj,1:22 PM,Rake It Up,28,11,kmel
E-40,1:18 PM,Tell Me When To Go,28,11,kmel
Miguel feat. Travis Scott,1:15 PM,Sky Walker,28,11,kmel
Wiz Khalifa,1:11 PM,Something New (feat. Ty Dolla $ign),28,11,kmel
Future feat. The Weeknd,1:08 PM,Low Life,28,11,kmel
Cardi B,1:04 PM,Bodak Yellow,28,11,kmel
Post Malone,1:01 PM,Congratulations,28,11,kmel
Trey Songz,11:52 AM,"Touchin, Lovin (feat. Nicki Minaj)",28,11,kmel
Post Malone,11:45 AM,rockstar [Feat. 21 Savage],28,11,kmel
TK Kravitz,11:43 AM,Space (feat. Sexton),28,11,kmel
Kendrick Lamar,11:40 AM,HUMBLE.,28,11,kmel
Kendrick Lamar,11:40 AM,HUMBLE.,28,11,kmel
Tory Lanez,11:36 AM,Say It,28,11,kmel
Tory Lanez,11:36 AM,Say It,28,11,kmel
SOB X RBE,11:33 AM,Anti,28,11,kmel
Ashanti,11:30 AM,Foolish,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,11:21 AM,Crew,28,11,kmel
SZA feat. Travis Scott,11:18 AM,Love Galore,28,11,kmel
"Migos, Nicki Minaj, & Cardi B",11:12 AM,MotorSport,28,11,kmel
50 Cent,11:09 AM,Disco Inferno,28,11,kmel
Miguel feat. Travis Scott,11:05 AM,Sky Walker,28,11,kmel
ScHoolboy Q,11:01 AM,Studio,28,11,kmel
Big Sean,10:49 AM,Bounce Back,28,11,kmel
T-Pain featuring Justin Timberlake,10:44 AM,Can't Believe It Remix,28,11,kmel
Cardi B,10:41 AM,Bodak Yellow,28,11,kmel
Majid Jordan,10:38 AM,One I Want (feat. PARTYNEXTDOOR),28,11,kmel
DJ Khaled feat. Drake,10:36 AM,For Free,28,11,kmel
Future,10:33 AM,Mask Off,28,11,kmel
Post Malone,10:29 AM,rockstar [Feat. 21 Savage],28,11,kmel
Migos,10:19 AM,Bad and Boujee (feat. Lil Uzi Vert),28,11,kmel
SOB X RBE,10:17 AM,Anti,28,11,kmel
Jeremih,10:13 AM,Birthday Sex,28,11,kmel
Ty Dolla $ign,10:10 AM,Ex (feat. YG),28,11,kmel
Kendrick Lamar,10:07 AM,LOVE. FT. ZACARI.,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,10:03 AM,Crew,28,11,kmel
Meek Mill,10:00 AM,All Eyes On You (feat. Chris Brown & Nicki Minaj),28,11,kmel
Fetty Wap,9:57 AM,679 (feat. Monty),28,11,kmel
Miguel feat. Travis Scott,9:46 AM,Sky Walker,28,11,kmel
Yo Gotti feat. Nicki Minaj,9:42 AM,Rake It Up,28,11,kmel
Jacquees,9:39 AM,At the Club,28,11,kmel
Meek Mill,9:32 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,kmel
Dr. Dre,9:21 AM,Forgot About Dre,28,11,kmel
Post Malone,9:18 AM,rockstar [Feat. 21 Savage],28,11,kmel
SZA,9:09 AM,The Weekend,28,11,kmel
Kanye West,9:05 AM,Stronger,28,11,kmel
SOB X RBE,9:02 AM,Anti,28,11,kmel
"Migos, Nicki Minaj, & Cardi B",8:46 AM,MotorSport,28,11,kmel
Rihanna,8:44 AM,Needed Me,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,8:40 AM,Crew,28,11,kmel
G-Eazy feat. A$AP Rocky & Cardi B,8:36 AM,No Limit,28,11,kmel
Chris Brown,7:21 AM,Run It!,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,7:18 AM,Crew,28,11,kmel
French Montana feat. Swae Lee,7:14 AM,Unforgettable,28,11,kmel
Kendrick Lamar,7:10 AM,LOVE. FT. ZACARI.,28,11,kmel
Miguel feat. Travis Scott,7:03 AM,Sky Walker,28,11,kmel
Drake,6:59 AM,Controlla,28,11,kmel
Jacquees,6:38 AM,At the Club,28,11,kmel
Post Malone,6:35 AM,rockstar [Feat. 21 Savage],28,11,kmel
Yo Gotti feat. Nicki Minaj,6:21 AM,Rake It Up,28,11,kmel
SOB X RBE,6:19 AM,Anti,28,11,kmel
SZA,6:05 AM,The Weekend,28,11,kmel
GoldLink feat. Brent Faiyaz & Jefe,6:01 AM,Crew,28,11,kmel
Post Malone,5:58 AM,White Iverson,28,11,kmel
50 Cent,5:55 AM,21 Questions,28,11,kmel
Miguel feat. Travis Scott,5:52 AM,Sky Walker,28,11,kmel
Wiz Khalifa,5:49 AM,Something New (feat. Ty Dolla $ign),28,11,kmel
Drake,5:39 AM,Too Good,28,11,kmel
Cardi B,5:35 AM,Bodak Yellow,28,11,kmel
Lloyd,5:31 AM,You,28,11,kmel
Meek Mill,5:28 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,kmel
Post Malone,5:25 AM,rockstar [Feat. 21 Savage],28,11,kmel
Future,5:22 AM,Mask Off,28,11,kmel
"Migos, Nicki Minaj, & Cardi B",5:08 AM,MotorSport,28,11,kmel
SOB X RBE,5:05 AM,Anti,28,11,kmel
The Weeknd,5:01 AM,The Hills,28,11,kmel
A Boogie Wit da Hoodie,4:56 AM,Drowning (feat. Kodak Black),28,11,kmel
Trey Songz,4:53 AM,Say Aah (feat. Fabolous),28,11,kmel
Chance the Rapper,4:48 AM,No Problem (feat. Lil Wayne & 2 Chainz),28,11,kmel
Omarion,4:45 AM,Post To Be (feat. Chris Brown & Jhene Aiko),28,11,kmel
Gucci Mane,4:37 AM,Wasted [feat. OJ Da Juiceman],28,11,kmel
Gucci Mane,4:37 AM,Wasted [feat. OJ Da Juiceman],28,11,kmel
Migos,4:33 AM,T-Shirt,28,11,kmel
LIL UZI VERT,4:30 AM,XO TOUR Llif3,28,11,kmel
Dee Black Feat. Mission,4:27 AM,Rock (ft. Mission),28,11,kmel
T.I.,4:23 AM,Bring Em Out,28,11,kmel
O.T. Genasis,4:19 AM,Cut It (feat. Young Dolph),28,11,kmel
Waka Flocka Flame,4:15 AM,No Hands (feat. Roscoe Dash and Wale),28,11,kmel
PARTYNEXTDOOR,4:11 AM,Come and See Me (feat. Drake),28,11,kmel
Wale,4:07 AM,Bad (feat. Tiara Thomas),28,11,kmel
Bruno Mars,4:04 AM,That's What I Like,28,11,kmel
Fetty Wap,4:00 AM,679 (feat. Monty),28,11,kmel
Lil Jon & the East Side Boyz,3:56 AM,Lovers And Friends,28,11,kmel
DJ Luke Nasty,3:52 AM,OTW,28,11,kmel
Meek Mill,3:46 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,kmel
The Notorious B.I.G.,3:42 AM,One More Chance,28,11,kmel
Migos,3:38 AM,Slippery (feat. Gucci Mane),28,11,kmel
Childish Gambino,3:34 AM,Redbone,28,11,kmel
